RowKey,Artikel,Link,Amazon,A+,Kontrolle,K von,Fehler1,Begründung,Infobox,Priorität,BE bis,BE am,BE von,K ab,K am,K2 von,Kommentar,OPEN C. bis,C am,Case Nr.,C von,Check C,Reopen C2 am,Reopen C2 von,Check Reopen C,Sonstige Anmerkungen
Amazon Cases (NA):4776879856947076,NA-SAVP1 chromax.blue,https://www.amazon.com.mx/dp/B018SOU6MG,com.mx,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2525080043261828,NA-SAVP1 chromax.blue,https://www.amazon.es/dp/B018SOU6MG,es,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7028679670632324,NA-SAVP1 chromax.blue,https://www.amazon.it/dp/B018SOU6MG,it,Green,,EK,Ja,Box,"Cooling Method, Memory Type, Power Source",3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):1399180136419204,NA-SAVP1 chromax.blue,https://www.amazon.ca/dp/B018SOU6MG,ca,Green,,EK,Ja,Box,"Cooling Method, Memory Type",3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):5902779763789700,NA-SAVP1 chromax.blue,https://www.amazon.com/gp/product/B018SOU6MG,com,Green,,LK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3650979950104452,NA-SAVP1 chromax.blue,https://www.amazon.co.uk/dp/B018SOU6MG,co.uk,Green,,LK,Ja,"T, Box","Compatible Devices, Power connector type",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):8154579577474948,NA-SAVP1 chromax.blue,https://www.amazon.de/dp/B018SOU6MG,de,Green,,EK,Ja,Box,"Compatible Devices, Memory Type",3,,,LK,,,,,,,,,,,,,number of times//12.02.25//HI
Amazon Cases (NA):836230182997892,NA-SAVP1 chromax.blue,https://www.amazon.fr/dp/B018SOU6MG,fr,Green,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,number of times//24.02.25//HI
Amazon Cases (NA):5339829810368388,NA-SAVP1 chromax.blue,https://www.amazon.co.jp/dp/B018SOU6MG,jp,Yellow,,HI,Ja,"BP, Box","Material, Compatible Devices",5,,,,,,,,,,,,,,,,
Amazon Cases (NA):3088029996683140,NA-SAVP1 chromax.blue,https://www.amazon.nl/gp/product/B018SOU6MG,nl,Green,,EK,Ja,Box,"Cooling Method, Power connector type",3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):7591629624053636,NA-SAVP1 chromax.blue,https://www.amazon.sg/gp/product/B018SOU6MG,sg,Green,,EK,Ja,Box,"Cooling Method, Power connector type",3,,,,,,,,,,,,,,,,
Amazon Cases (NA):1962130089840516,NA-SAVP1 chromax.blue,https://www.amazon.se/gp/product/B018SOU6MG,se,Green,,EK,Ja,Box,"Cooling Method, Power connector type",3,,,LK,,,,,,,,,,,,,number of times//12.02.25//HI
Amazon Cases (NA):6465729717211012,NA-SAVP1 chromax.blue,not listed,tr,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4213929903525764,NA-SAVP1 chromax.blue,https://www.amazon.pl/gp/product/B018SOU6MG,pl,Green,,EK,Ja,Box,"Cooling Method, Power connector type",3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):8717529530896260,NA-SAVP1 chromax.blue,https://www.newegg.com/noctua-na-savp1-blue/p/2BJ-000W-00013?Item=9SIAADY4B02921,newegg,Green,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):554755206287236,NA-SAVP1 chromax.green,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5058354833657732,NA-SAVP1 chromax.green,https://www.amazon.com.au/gp/product/B018SOU9FA,au,Green,,JHU,Ja,"T, BP, Box","Cooling Method, Compatible Devices",5,,,,,,,,,,,,,,,,
Amazon Cases (NA):2806555019972484,NA-SAVP1 chromax.green,https://www.amazon.ca/dp/B018SOU9FA,ca,Green,,EK,Ja,Box,"Compatible Devices, Power connector type",3,,,LK,,,LK,Box,,,,,,,,,
Amazon Cases (NA):7310154647342980,NA-SAVP1 chromax.green,https://www.amazon.com.mx/gp/product/B018SOU9FA,com.mx,Green,,SM,Ja,Box,"Compatible Devices, Power connector type",3,,,LK,,,LK,Box,,,,,,,,,
Amazon Cases (NA):1680655113129860,NA-SAVP1 chromax.green,https://www.amazon.ca/dp/B018SOU9FA,co.uk,Green,,LK,Ja,Box,"Compatible Devices, Power connector type",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):6184254740500356,NA-SAVP1 chromax.green,https://www.amazon.de/dp/B018SOU9FA,de,Green,,LK,Ja,Box,Compatible Devices,4,,,LK,,,LK,Box,,,,,,,,,
Amazon Cases (NA):3932454926815108,NA-SAVP1 chromax.green,https://www.amazon.es/dp/B018SOU9FA,es,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8436054554185604,NA-SAVP1 chromax.green,https://www.amazon.it/dp/B018SOU9FA,it,Green,,EK,Nein,,,,,,,,,,,,,,,,,,,number of items//12.02.25//HI
Amazon Cases (NA):1117705159708548,NA-SAVP1 chromax.green,https://www.amazon.co.jp/dp/B018SOU9FA,jp,Yellow,,HI,Ja,"BP, Box",Power connector type,5,,,,,,,,,,,,,,,,
Amazon Cases (NA):5621304787079044,NA-SAVP1 chromax.green,https://www.amazon.com.be/dp/B018SOU9FA,be,Green,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3369504973393796,NA-SAVP1 chromax.green,https://www.amazon.com/dp/B018SOU9FA,com,Green,,LK,Ja,Box,"Compatible Devices, Power connector type",4,,,LK,,,LK,Box,,,,,,,,,
Amazon Cases (NA):7873104600764292,NA-SAVP1 chromax.green,https://www.amazon.fr/dp/B018SOU9FA,fr,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2243605066551172,NA-SAVP1 chromax.green,https://www.amazon.nl/gp/product/B018SOU9FA,nl,Green,,EK,Ja,Box,"Cooling Method, Power connector type",3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):6747204693921668,NA-SAVP1 chromax.green,https://www.amazon.sg/gp/product/B018SOU9FA,sg,Green,,EK,Ja,Box,"Cooling Method, Power connector type",3,,,,,,,,,,,,,,,,
Amazon Cases (NA):4495404880236420,NA-SAVP1 chromax.green,https://www.amazon.se/gp/product/B018SOU9FA,se,Green,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8999004507606916,NA-SAVP1 chromax.green,not listed,tr,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4999392399236,NA-SAVP1 chromax.green,https://www.amazon.pl/gp/product/B018SOU9FA,pl,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4508599019769732,NA-SAVP1 chromax.green,https://www.newegg.com/noctua-na-avp1-green/p/2BJ-000W-00018?Item=9SIAADY4B02920,newegg,Green,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2256799206084484,NA-SAVP1 chromax.grey,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):6760398833454980,NA-SAVP1 chromax.grey,https://www.amazon.fr/gp/product/B07SWRXT3D,fr,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):1130899299241860,NA-SAVP1 chromax.grey,https://www.amazon.com.au/gp/product/B07SWRXT3D,au,Green,,SM,Ja,Box,Noise Level,5,,,DM,,,LK,Box,,,,,,,,,
Amazon Cases (NA):5634498926612356,NA-SAVP1 chromax.grey,https://www.amazon.ca/gp/product/B07SWRXT3D,ca,Green,,EK,Ja,Box,Noise Level,4,,,LK,,,LK,Box,,,,,,,,,
Amazon Cases (NA):3382699112927108,NA-SAVP1 chromax.grey,https://www.amazon.com.mx/gp/product/B07SWRXT3D,com.mx,Green,,EK,Ja,Box,"Cooling Method, Memory Type",3,,,LK,,,,,,,,,,,,,number of articles//18.02.25//HI
Amazon Cases (NA):7886298740297604,NA-SAVP1 chromax.grey,https://www.amazon.co.uk/gp/product/B07SWRXT3D,co.uk,Green,,SM,Ja,Box,"Noise Level, Memory Type",4,,,LK,,,LK,Box,,,,,,,,,
Amazon Cases (NA):567949345820548,NA-SAVP1 chromax.grey,https://www.amazon.es/gp/product/B07SWRXT3D,es,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5071548973191044,NA-SAVP1 chromax.grey,https://www.amazon.it/gp/product/B07SWRXT3D,it,Green,,EK,Ja,Box,"Cooling Method, Memory Type",3,,,LK,,,,,,,,,,,,,number of items//12.02.25//HI
Amazon Cases (NA):2819749159505796,NA-SAVP1 chromax.grey,https://www.amazon.co.jp/dp/B07SWRXT3D,jp,Yellow,,HI,Ja,"BP, Box","Noise Level, Memory Type",5,,,,,,,,,,,,,,,,
Amazon Cases (NA):7323348786876292,NA-SAVP1 chromax.grey,https://www.amazon.nl/gp/product/B07SWRXT3D,nl,Green,,SM,Ja,Box,Memory Type,5,,,LK,,,LK,Box,,,,,,,,,
Amazon Cases (NA):1693849252663172,NA-SAVP1 chromax.grey,https://www.amazon.com.be/gp/product/B07SWRXT3D,be,Green,,LK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):6197448880033668,NA-SAVP1 chromax.grey,https://www.amazon.com/gp/product/B07SWRXT3D,com,Green,,EK,Ja,Box,"Noise Level, Cooling Method, Memory Type",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):3945649066348420,NA-SAVP1 chromax.grey,https://www.amazon.de/gp/product/B07SWRXT3D,de,Green,,EK,Ja,Box,Memory Type,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):8449248693718916,NA-SAVP1 chromax.grey,https://www.amazon.sg/gp/product/B07SWRXT3D,sg,Green,,EK,Ja,Box,"Noise Level, Cooling Method, Power connector type",4,,,,,,,,,,,,,,,,
Amazon Cases (NA):286474369109892,NA-SAVP1 chromax.grey,https://www.amazon.se/gp/product/B07SWRXT3D,se,Green,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,number of items//12.02.25//HI
Amazon Cases (NA):4790073996480388,NA-SAVP1 chromax.grey,not listed,tr,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2538274182795140,NA-SAVP1 chromax.grey,https://www.amazon.pl/gp/product/B07SWRXT3D,pl,Green,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):7041873810165636,NA-SAVP1 chromax.grey,https://www.newegg.com/noctua-chromax-na-savp1-chromax-grey-gray/p/1W8-001X-00018?Item=9SIAADY9D07748,newegg,Green,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):1412374275952516,NA-SAVP1 chromax.red,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5915973903323012,NA-SAVP1 chromax.red,https://www.amazon.com.au/dp/B018SOU4PK,au,Green,,LK,Ja,"T, BP, Box","Memory Type, Power connector type",5,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):3664174089637764,NA-SAVP1 chromax.red,https://www.amazon.com.be/dp/B018SOU4PK,be,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8167773717008260,NA-SAVP1 chromax.red,https://www.amazon.ca/dp/B018SOU4PK,ca,Green,,EK,Ja,Box,"Material, Memory Type",5,,,LK,,,LK,Box,,,,,,,,,
Amazon Cases (NA):849424322531204,NA-SAVP1 chromax.red,https://www.amazon.com/dp/B018SOU4PK,com,Green,,LK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5353023949901700,NA-SAVP1 chromax.red,https://www.amazon.com.mx/dp/B018SOU4PK,com.mx,Green,,SM,Ja,Box,Memory Type,3,,,JHU,,,HI,Box,,,,,,,,,
Amazon Cases (NA):3101224136216452,NA-SAVP1 chromax.red,https://www.amazon.co.uk/dp/B018SOU4PK,co.uk,Green,,SM,Ja,Box,Power connector type,4,,,LK,,,LK,Box,,,,,,,,,
Amazon Cases (NA):7604823763586948,NA-SAVP1 chromax.red,https://www.amazon.de/dp/B018SOU4PK,de,Green,,EK,Ja,Box,Memory Type,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):1975324229373828,NA-SAVP1 chromax.red,https://www.amazon.es/dp/B018SOU4PK,es,Green,,LK,Ja,Box,"Cooling Method, Memory Type, Power connector type",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):6478923856744324,NA-SAVP1 chromax.red,https://www.amazon.fr/dp/B018SOU4PK,fr,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4227124043059076,NA-SAVP1 chromax.red,https://www.amazon.it/dp/B018SOU4PK,it,Green,,EK,Ja,Box,"Cooling Method, Memory Type, Power connector type",3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):8730723670429572,NA-SAVP1 chromax.red,https://www.amazon.co.jp/dp/B018SOU4PK,jp,Yellow,,HI,Ja,"BP, Box","Material, Compatible Devices, Memory Type",5,,,,,,,,,,,,,,,,
Amazon Cases (NA):145736880754564,NA-SAVP1 chromax.red,https://www.amazon.nl/gp/product/B018SOU4PK,nl,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4649336508125060,NA-SAVP1 chromax.red,https://www.amazon.sg/gp/product/B018SOU4PK,sg,Green,,EK,Ja,Box,"Cooling Method, Memory Type, Power connector type",3,,,,,,,,,,,,,,,,
Amazon Cases (NA):2397536694439812,NA-SAVP1 chromax.red,https://www.amazon.se/gp/product/B018SOU4PK,se,Green,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,number of items//12.02.25//HI
Amazon Cases (NA):6901136321810308,NA-SAVP1 chromax.red,https://www.amazon.com.tr/dp/B018SOU4PK,tr,Green,,HI,Ja,Box,"Memory Type, Color",3,,,,,,,,,,,,,,,,
Amazon Cases (NA):1271636787597188,NA-SAVP1 chromax.red,https://www.amazon.pl/gp/product/B018SOU4PK,pl,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5775236414967684,NA-SAVP1 chromax.red,https://www.newegg.com/noctua-na-savp1-red/p/2BJ-000W-00015?Item=9SIAADY4B02918,newegg,Green,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3523436601282436,NA-SAVP1 chromax.white,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8027036228652932,NA-SAVP1 chromax.white,https://www.amazon.ca/dp/B018SOU7AM,ca,Green,,EK,Ja,Box,"Noise Level, Memory Type",4,,,LK,,,LK,Box,,,,,,,,,
Amazon Cases (NA):708686834175876,NA-SAVP1 chromax.white,https://www.amazon.com.au/dp/B018SOU7AM,au,Green,,EK,Ja,Box,"Noise Level, Cooling Method, Memory Type",4,,,,,,,,,,,,,,,,
Amazon Cases (NA):5212286461546372,NA-SAVP1 chromax.white,https://www.amazon.com.be/dp/B018SOU7AM,be,Green,,EK,Ja,Box,"Material, Noise Level",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):2960486647861124,NA-SAVP1 chromax.white,https://www.amazon.com/dp/B018SOU7AM,com,Green,,SM,Ja,Box,"Item Size, Noise Level, Memory Type",4,,,SM,,,,,,,,,,,,,
Amazon Cases (NA):7464086275231620,NA-SAVP1 chromax.white,https://www.amazon.com.mx/dp/B018SOU7AM,com.mx,Green,,EK,Ja,Box,"Material, Noise Level, Cooling Method",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):1834586741018500,NA-SAVP1 chromax.white,https://www.amazon.co.uk/dp/B018SOU7AM,co.uk,Green,,SM,Ja,Box,"Material, Noise Level",4,,,LK,,,LK,Box,,,,,,,,,
Amazon Cases (NA):6338186368388996,NA-SAVP1 chromax.white,https://www.amazon.de/dp/B018SOU7AM,de,Green,,EK,Ja,Box,"Noise Level, Memory Type",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):4086386554703748,NA-SAVP1 chromax.white,www.amazon.es/dp/B018SOU7AM,es,Green,,LK,Ja,Box,"Material, Noise Level, Memory Type",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):8589986182074244,NA-SAVP1 chromax.white,https://www.amazon.fr/dp/B018SOU7AM,fr,Green,,EK,Ja,Box,"Material, Noise Level, Cooling Method",4,,,,,,,,,,,,,,,,
Amazon Cases (NA):427211857465220,NA-SAVP1 chromax.white,https://www.amazon.it/dp/B018SOU7AM,it,Green,,EK,Ja,T,,5,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):4930811484835716,NA-SAVP1 chromax.white,https://www.amazon.co.jp/dp/B018SOU7AM,jp,Yellow,,JHU,Ja,"BP, PD, Box","Noise Level, Cooling Method, Compatible Devices, Power connector type",5,,,,,,,,,,,,,,,,
Amazon Cases (NA):2679011671150468,NA-SAVP1 chromax.white,https://www.amazon.nl/gp/product/B018SOU7AM,nl,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7182611298520964,NA-SAVP1 chromax.white,https://www.amazon.sg/gp/product/B018SOU7AM,sg,Green,,EK,Ja,Box,"Noise Level, Cooling Method, Power connector type",4,,,,,,,,,,,,,,,,
Amazon Cases (NA):1553111764307844,NA-SAVP1 chromax.white,https://www.amazon.se/gp/product/B018SOU7AM,se,Green,,EK,Ja,Box,"Noise Level, Cooling Method, Power connector type",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):6056711391678340,NA-SAVP1 chromax.white,not listed,tr,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3804911577993092,NA-SAVP1 chromax.white,https://www.amazon.pl/gp/product/B018SOU7AM,pl,Green,,SM,Ja,Box,"Material, Noise Level",4,,,LK,,,LK,Box,,,,,,,,,
Amazon Cases (NA):8308511205363588,NA-SAVP1 chromax.white,https://www.newegg.com/noctua-na-savp1-white/p/2BJ-000W-00014?Item=9SIAADY4B02917,newegg,Green,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):990161810886532,NA-SAVP1 chromax.yellow,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5493761438257028,NA-SAVP1 chromax.yellow,https://www.amazon.it/dp/B018SOU9PA,it,Green,,EK,Ja,T,,5,,,LK,,,,,,,,,,,,,number of items//12.02.25//HI
Amazon Cases (NA):3241961624571780,NA-SAVP1 chromax.yellow,https://www.amazon.com.au/dp/B018SOU9PA,au,Green,,SM,Ja,Box,Compatible Devices,4,,,DM,,,,,,,,,,,,,
Amazon Cases (NA):7745561251942276,NA-SAVP1 chromax.yellow,https://www.amazon.com.be/dp/B018SOU9PA,be,Green,,EK,Ja,Box,"Cooling Method, RPM",3,,,LK,,,,,,,,,,,,,number of items//12.02.25//HI
Amazon Cases (NA):2116061717729156,NA-SAVP1 chromax.yellow,https://www.amazon.ca/dp/B01N7BWNPV,ca,Green,,JHU,Ja,Box,Cooling Method,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):6619661345099652,NA-SAVP1 chromax.yellow,https://www.amazon.com/dp/B018SOU9PA,com,Green,,LK,Ja,Box,Cooling Method,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):4367861531414404,NA-SAVP1 chromax.yellow,https://www.amazon.com.mx/dp/B01N7BWNPV,com.mx,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):8871461158784900,NA-SAVP1 chromax.yellow,https://www.amazon.co.uk/gp/product/B018SOU9PA,co.uk,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):75368136576900,NA-SAVP1 chromax.yellow,https://www.amazon.de/dp/B018SOU9PA,de,Green,,EK,Ja,Box,"Memory Type, Memory Speed, Graphics Interface",4,,,,,,,,,,,,,,,,number of items//24.02.25//HI
Amazon Cases (NA):4578967763947396,NA-SAVP1 chromax.yellow,https://www.amazon.es/dp/B018SOU9PA,es,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2327167950262148,NA-SAVP1 chromax.yellow,https://www.amazon.fr/dp/B018SOU9PA,fr,Green,,HI,Ja,Box,"Cooling Method, RPM, Hard drive interface, Power Source",4,,,,,,,,,,,,,,,,
Amazon Cases (NA):6830767577632644,NA-SAVP1 chromax.yellow,https://www.amazon.co.jp/dp/B018SOU9PA,jp,Yellow,,JHU,Ja,"BP, PD, Box","Compatible Devices, Power connector type",5,,,,,,,,,,,,,,,,
Amazon Cases (NA):1201268043419524,NA-SAVP1 chromax.yellow,https://www.amazon.nl/gp/product/B018SOU9PA,nl,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5704867670790020,NA-SAVP1 chromax.yellow,https://www.amazon.sg/gp/product/B018SOU9PA,sg,Green,,EK,Ja,Box,"Memory Type, Memory Speed, Graphics Interface",4,,,,,,,,,,,,,,,,
Amazon Cases (NA):3453067857104772,NA-SAVP1 chromax.yellow,https://www.amazon.se/gp/product/B018SOU9PA,se,Green,,EK,Ja,Box,"Cooling Method, Power connector type",3,,,,,,,,,,,,,,,,
Amazon Cases (NA):7956667484475268,NA-SAVP1 chromax.yellow,not listed,tr,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):638318089998212,NA-SAVP1 chromax.yellow,https://www.amazon.pl/gp/product/B018SOU9PA,pl,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5141917717368708,NA-SAVP1 chromax.yellow,https://www.newegg.com/noctua-na-savp1-yellow/p/2BJ-000W-00017?Item=9SIAADY4B02915,newegg,Green,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2890117903683460,NA-SAVP3,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7393717531053956,NA-SAVP3,https://www.amazon.fr/dp/B08HGN4H7M,fr,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):1764217996840836,NA-SAVP3,https://www.amazon.se/dp/B08HGN4H7M,se,Green,,EK,Ja,Box,"Cooling Method, Power connector type",3,,,,,,,,,,,,,,,,
Amazon Cases (NA):6267817624211332,NA-SAVP3,https://www.amazon.nl/dp/B08HGN4H7M,nl,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4016017810526084,NA-SAVP3,https://www.amazon.com.au/dp/B08HHB8348,au,Green,,SM,Ja,Box,"Material, Compatible Devices",3,,,DM,,,LK,Box,,,,,,,,,
Amazon Cases (NA):8519617437896580,NA-SAVP3,https://www.amazon.com.be/dp/B08HGN4H7M,be,Green,,EK,Ja,Box,Cooling Method,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):356843113287556,NA-SAVP3,https://www.amazon.ca/dp/B08HHB8348,ca,Green,,JHU,Ja,Box,Cooling Method,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):4860442740658052,NA-SAVP3,https://www.amazon.com/dp/B08HHB8348,com,Green,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2608642926972804,NA-SAVP3,https://www.amazon.com.mx/dp/B08HHB8348,com.mx,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):7112242554343300,NA-SAVP3,https://www.amazon.co.uk/dp/B08HGN4H7M,co.uk,Green,,JHU,Ja,Box,"Cooling Method, Power connector type",3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):1482743020130180,NA-SAVP3,https://www.amazon.de/dp/B08HGN4H7M,de,Green,,DM,Ja,T,,5,,,,,,,,,,,,,,,,
Amazon Cases (NA):5986342647500676,NA-SAVP3,https://www.amazon.es/dp/B08HGN4H7M,es,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3734542833815428,NA-SAVP3,https://www.amazon.it/dp/B08HGN4H7M,it,Green,,JHU,Ja,Box,Cooling Method,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):8238142461185924,NA-SAVP3,,jp,Yellow,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):919793066708868,NA-SAVP3,https://www.amazon.sg/dp/B08HHB8348,sg,Green,,EK,Ja,Box,"Cooling Method, Power connector type",3,,,,,,,,,,,,,,,,
Amazon Cases (NA):5423392694079364,NA-SAVP3,not listed,tr,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):3171592880394116,NA-SAVP3,https://www.amazon.pl/dp/B08HGN4H7M,pl,Green,,JHU,Ja,Box,Cooling Method,3,,,,,,,,,,,,,,,,
Amazon Cases (NA):7675192507764612,NA-SAVP3,https://www.newegg.com/global/sg-en/noctua-na-savp3/p/1B4-0172-000Z3?Item=9SIAADYCF05801,newegg,Green,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):2045692973551492,NA-SAVP3 chromax.black,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):6549292600921988,NA-SAVP3 chromax.black,https://www.amazon.fr/gp/product/B07YMTNP9X,fr,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):4297492787236740,NA-SAVP3 chromax.black,https://www.amazon.co.uk/gp/product/B07YMTNP9X,co.uk,Green,,LK,Ja,"F, Box","Compatible Devices, Memory Type, Power connector type",3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):8801092414607236,NA-SAVP3 chromax.black,https://www.amazon.es/gp/product/B07YMTNP9X,es,Green,,EK,Ja,"F, Box","Cooling Method, Memory Type",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):216105624932228,NA-SAVP3 chromax.black,https://www.amazon.it/gp/product/B07YMTNP9X,it,Green,,EK,Ja,"F, Box","Cooling Method, Memory Type",4,,,,,,,,,,,,,,,,
Amazon Cases (NA):4719705252302724,NA-SAVP3 chromax.black,https://www.amazon.se/gp/product/B07YMTNP9X,se,Green,,EK,Ja,"F, Box","Cooling Method, Power connector type",4,,,,,,,,,,,,,,,,
Amazon Cases (NA):2467905438617476,NA-SAVP3 chromax.black,https://www.amazon.com.tr/dp/B07YMTNP9X,tr,Green,,EK,Ja,"F, Box","Cooling Method, Power connector type",4,,,,,,,,,,,,,,,,
Amazon Cases (NA):6971505065987972,NA-SAVP3 chromax.black,https://www.amazon.nl/gp/product/B07YMTNP9X,nl,Green,,EK,Ja,"F, Box","Cooling Method, Power connector type",4,,,,,,,,,,,,,,,,
Amazon Cases (NA):1342005531774852,NA-SAVP3 chromax.black,https://www.amazon.com.au/gp/product/B07YMMSPDS,au,Green,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NA):5845605159145348,NA-SAVP3 chromax.black,https://www.amazon.com.be/gp/product/B07YMTNP9X,be,Green,,EK,Ja,"F, Box",Cooling Method,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):3593805345460100,NA-SAVP3 chromax.black,https://www.amazon.ca/gp/product/B07YMMSPDS,ca,Green,,EK,Ja,"F, Box","Cooling Method, Compatible Devices, Power connector type",4,,,,,,,,,,,,,,,,
Amazon Cases (NA):8097404972830596,NA-SAVP3 chromax.black,https://www.amazon.com/gp/product/B07YMMSPDS,com,Green,,LK,Ja,Box,"Compatible Devices, Power connector type",4,,,LK,,,LK,"F, Box",,,,,,,,,
Amazon Cases (NA):779055578353540,NA-SAVP3 chromax.black,https://www.amazon.com.mx/gp/product/B07YMMSPDS,com.mx,Green,,LK,Ja,"F, Box","Compatible Devices, Power connector type",4,,,LK,,,,,,,,,,,,,
Amazon Cases (NA):5282655205724036,NA-SAVP3 chromax.black,https://www.amazon.de/gp/product/B07YMTNP9X,de,Green,,EK,Ja,"F, Box",Memory Type,3,,,,,,,,,,,,,,,,
